location,coordinates,name,room type,room price,number of reviews,minimum nights,availibility,rooms rent by the host
 Embajadores,"40.407490092930566, -3.707296183362473",The Lavapies' orange room,Private room,25,32,2,0,1
 Palacio,"40.41577739828229, -3.709801774826908",Mercado San Miguel Espectacular+ parking,Entire home/apt,103,66,2,0,3
 Embajadores,"40.41220454874154, -3.705804186053809",Alquilo habitación centrica por semanas,Private room,21,0,1,0,1
 Justicia,"40.42105223815269, -3.7020201656316036",Suite/ Madrid,Private room,65,16,2,365,2
 Embajadores,"40.413821831533006, -3.704482371254716",Lighting Loft in Madrid (La Latina),Entire home/apt,89,190,2,1,6
 Goya,"40.42778550465282, -3.675206488380941",New cozy apartment - Heart of Salamanca district,Entire home/apt,45,218,1,0,1
 Berruguete,"40.45765972309645, -3.70192005159001","Apto en Madrid cerca del Bernabéu, junto al metro.",Private room,25,39,2,1,1
 Universidad,"40.420767645448485, -3.7034696661814084",Apartamento Gran Via 50% de descuento por mes!,Entire home/apt,60,132,3,89,1
 Embajadores,"40.4111925371126, -3.705290597425557",Vive Madrid! Cozy & deluxe experience,Entire home/apt,85,168,2,180,3
 Nueva España,"40.4658667265664, -3.673177255193056","A 15mn del aeropuerto habitacion ,Madrid",Private room,76,1,7,365,1
 Embajadores,"40.407829872304774, -3.7045815112461296","Antiguo convento, Loft  lavapies, 3 pax.",Entire home/apt,65,23,15,90,2
 Casa de Campo,"40.42116233966602, -3.7190638729223875",DOUBLE BEDROOM NEXT TO PLAZA DE ESPAÑA,Private room,30,32,15,0,1
 Universidad,"40.424509508733315, -3.702979015443233","Céntrico estudio, vive Malasaña!",Private room,28,0,12,0,1
 Embajadores,"40.40819890631076, -3.69697816796231",Design flat 3BD 2BTH Reina Sofía for families,Entire home/apt,120,40,3,364,2
 Aluche,"40.39372536549823, -3.7624885303302924",Preciosa habitación con piscina,Private room,30,16,30,364,1
 Embajadores,"40.40767772696419, -3.711008598611755","Bright apartment in the heart of ""El Rastro""",Entire home/apt,65,28,3,0,1
 Cortes,"40.41348081277578, -3.7018355735729394",La Casita de Dulce / SOL-PZA MAYOR / BEST LOCATION,Entire home/apt,85,181,10,0,1
 Justicia,"40.42279676836253, -3.700115267439226",Habitación VIP 1 en Chueca-Madrid,Private room,28,20,3,0,3
 Sol,"40.41549446142678, -3.7005253517089534","apartamento calle cruz  4,  sol madrid",Entire home/apt,55,187,2,90,3
 Cortes,"40.412931561714025, -3.69585796311373",Bright & Spacious 2BD 2BTH & Terrace - City Center,Entire home/apt,160,136,4,365,1
 Embajadores,"40.40763625619844, -3.70531717457484",Amazing loft 2BD 2BBT - CITY CENTER,Entire home/apt,115,85,2,365,3
 Embajadores,"40.41335869996992, -3.702253316976666",Artistic oasis home City Center with all you need,Entire home/apt,121,23,2,0,1
 Universidad,"40.42347132800855, -3.703791976903379","Oferta 60 E Apartamentt del Amor, parejas, jacuzzi",Entire home/apt,50,72,2,90,1
 Palacio,"40.415828080609415, -3.7109753109767003",ÁTICO con VISTAS y AC en el CENTRO a 1' PZA.MAYOR,Entire home/apt,120,38,2,0,4
 Universidad,"40.42672056615191, -3.7125998537351648",Cozy studio apartment in city centre,Entire home/apt,195,0,5,90,1
 Acacias,"40.40086547564365, -3.7117274186171834",Madrid by the river room1,Private room,30,0,3,0,7
 Puerta del Angel,"40.41479363443419, -3.725515751764191",ALOJAMIENTO ENTERO MADRID CENTRO,Entire home/apt,120,18,2,0,1
 Palos de Moguer,"40.40347300471357, -3.6946183089093436",Atocha station - parking,Entire home/apt,75,61,15,180,1
 Embajadores,"40.4104494236766, -3.6985978879817853",HABITACION EN EL CORAZON DE MADRID,Private room,25,39,28,365,5
 Cuatro Caminos,"40.44728435864413, -3.7033577246067826",Lovely private room near the City Centre,Private room,29,24,1,0,1
 Universidad,"40.421310310764596, -3.705346351431451",Modern bright studio in the center (Gran Vía) w/AC,Entire home/apt,75,26,3,0,7
 Palacio,"40.40773297190657, -3.7133826844634816","Preciosa habitación, Centro de Madrid",Private room,117,14,2,364,1
 El Viso,"40.44112843472069, -3.6780752404355934","Cozy, Well-Connected Room with Air Conditioning",Private room,26,5,1,0,1
 Embajadores,"40.4103529810765, -3.706177743456428",Habitación Individual en el Centro de Madrid,Private room,50,0,2,0,1
 Universidad,"40.42136564910509, -3.703790066935762",Habitación cerca de Madrid Rio,Private room,35,0,1,0,1
 Ventas,"40.42737787636255, -3.6517067225873516",Piso en la Elipa en frente del metro,Entire home/apt,99,0,2,0,1
 Almenara,"40.46870377899671, -3.6951040783405573",Habitación en Valdeacederas,Private room,23,29,3,364,2
 Justicia,"40.42148681660314, -3.6977242999595106",Habitación en precioso apartamento en Chueca!!!,Private room,100,0,2,0,1
 Jerónimos,"40.414371796006016, -3.6914237484311556",Entre el Retiro y el Prado tranquilo apartamento,Entire home/apt,69,11,1,0,2
 Lista,"40.43189693172439, -3.6729741054706264",Padilla 51,Private room,60,0,15,0,1
 Embajadores,"40.40980105564575, -3.7067233196107403",Room in Madrid center.,Private room,24,25,2,0,1
 Embajadores,"40.411775492085255, -3.7047427925626994",Loft en el centro de Madrid,Entire home/apt,100,10,1,1,1
 Palos de Moguer,"40.40147232152565, -3.6921242113132577",Comfortable and spacious apartment in downtown,Entire home/apt,65,3,2,0,1
 Universidad,"40.425031285052086, -3.7077895870412085","Luminosa habitación doble con balcón, pleno centro",Private room,35,66,3,0,3
 Bellas Vistas,"40.44948723958738, -3.70605688569359",Mi casa,Entire home/apt,90,7,3,0,1
 Palos de Moguer,"40.403985972312334, -3.694140655547529","Enchanting New Delicias-Atocha, Reina Sofia...",Entire home/apt,136,118,30,0,1
 Vista Alegre,"40.38964493740183, -3.7420368058963787",Habitacion Individual -Single Room 15' from center,Private room,17,4,5,0,3
 San Isidro,"40.39454237631468, -3.7350692765057656",CASA EL ABUELO,Entire home/apt,50,21,2,0,2
 El Goloso,"40.50418258320211, -3.7036332160515717",Gorgeous attic in the north of Madrid,Entire home/apt,158,3,2,0,2
 Numancia,"40.40357214076015, -3.6607167436312977",A Quiet Place for You with Terrace,Entire home/apt,44,110,2,0,2
 Marroquina,"40.40755017986526, -3.6524729681184054",Acogedora habitación a 20min del centro + desayuno,Private room,30,17,2,0,1
 Cortes,"40.41379286085979, -3.703745172639536",SOL (CITY CENTER) -2BD 2BTH refurbished apartment,Entire home/apt,142,75,4,365,1
 Embajadores,"40.40862948363479, -3.697213210081191",Cozy apt. with one room in real Downtown Madrid!,Entire home/apt,33,25,2,365,3
 Goya,"40.428024894989605, -3.674319407465778",Barrio Salamanca Exterior. A 50 m de metro Lista.,Entire home/apt,149,0,1,0,1
 Universidad,"40.424987295553024, -3.7049961507565023",Malasaña-2BD 1BTH-Cozy and Bright,Entire home/apt,117,77,4,365,1
 Embajadores,"40.41342141179411, -3.706363674020645",Habitación en Centro de Madrid,Private room,25,1,2,0,1
 San Fermín,"40.36996211857688, -3.6927576100826562",Double Room+Private Bathroom+Breakfast-Caja Mágica,Private room,52,32,2,365,1
 Universidad,"40.42212072617633, -3.704546857477474",Habitación para dos personas en Madrid Centro,Private room,70,6,2,0,1
 Palacio,"40.4187332669681, -3.7107896384285257",Best location in the heart of Madrid.,Private room,49,73,3,364,2
 Palos de Moguer,"40.402326596282784, -3.6973620448441276","APARTAMENTO ACOGEDOR, COMODO Y CENTRICO.",Entire home/apt,45,0,3,0,1
 Pueblo Nuevo,"40.43088302299214, -3.645515001425341",Duplex Penthouse With Cinema Room & Large Terrace,Private room,35,30,2,0,2
 Justicia,"40.425470191612504, -3.7003163057177386",Apartamentos San Lorenzo 26,Entire home/apt,89,1,15,365,1
 Castillejos,"40.456687587593315, -3.695423032375935",Habitación.      Plaza Castilla/Santiago Bernabéu,Private room,40,0,7,0,1
 San Diego,"40.383512643802995, -3.66751650474267","Habitación dobleamplia,acogedora cerca del centro.",Private room,36,40,2,365,2
 Embajadores,"40.41240257450259, -3.7063931539252035",AMAZING ROOM in Puerta del Sol - MADRID CENTER!,Private room,70,0,1,0,6
 Bellas Vistas,"40.451646634201644, -3.7050375072288544",Room in Madrid  (Bernábeu Stadium) with balcony,Private room,35,9,1,0,1
 Comillas,"40.3962566624386, -3.7128466046491875",Villa Jacuzzi,Private room,34,10,2,0,1
 Embajadores,"40.410364904139556, -3.696167133688437",Acogedor apartamento en el centro de Madrid,Entire home/apt,60,7,5,90,1
 Palacio,"40.40973019438859, -3.7118002205543505",La casa azul de La Latina,Entire home/apt,50,140,2,0,2
 Embajadores,"40.41098478701115, -3.6965217274409485","Your apartment in Lavapiés, Madrid",Entire home/apt,69,73,3,0,5
 Opañel,"40.39154370386983, -3.7237739203670808",Penthouse with big terrace,Entire home/apt,60,133,1,1,2
 Rios Rosas,"40.44025277457135, -3.6966925720100927",Habitación privada en Chamberí 3,Private room,32,13,2,364,3
 San Diego,"40.3810707195763, -3.668101644016863","Estudio en Asamblea de Madrid, al lado de Renfe",Entire home/apt,25,15,5,0,1
 Puerta Bonita,"40.37593544834506, -3.7462217184114492",Habitación luminosa con vistas a jardín,Private room,30,2,4,90,5
 Almenara,"40.46681773279252, -3.6888888312535735",Executive flat Paseo Castellana,Entire home/apt,70,5,1,0,2
 Lista,"40.43246725396854, -3.6741317166644163",Ático de Lujo en C/ Juan Bravo 110m2,Entire home/apt,140,0,28,0,1
 Universidad,"40.42695820053255, -3.71204443086416","Malasaña, centro histórico",Entire home/apt,110,42,3,179,1
 Embajadores,"40.40937862650382, -3.708369235901187",Comparte piso en la latina,Private room,24,6,1,0,2
 Valdefuentes,"40.47840799428241, -3.6320937665517796","ROOM CLOSE TO IFEMA, AIRPORT.",Private room,40,94,1,0,1
 Palacio,"40.42099009698972, -3.708599599331812",Cozy studio at the best location! Let me know.,Entire home/apt,120,3,5,0,1
 Puerta del Angel,"40.41071323637338, -3.7286332661359674","piso muy luminoso, totalmente exterior :)",Private room,45,0,1,0,2
 Valdefuentes,"40.488286250732344, -3.6149119103062346",Valdebebas-IFEMA-Airpt luxury apartment. Free park,Private room,55,9,3,90,3
 Embajadores,"40.410325086777405, -3.698280764495521",Bright apartment in the area Anton Martin-Lavapies,Entire home/apt,40,0,90,90,1
 Palacio,"40.42000001688584, -3.709077549910203",Beautiful room right in the heart of Madrid,Private room,30,9,3,0,1
 Universidad,"40.42609512104967, -3.703737733334745",Central and sunny apartment with views to  gardens,Entire home/apt,110,38,2,0,1
 Palacio,"40.41592125699354, -3.7099566670500037",APTO3 EN CENTRO HISTÓRICO. PLAZA DE LA VILLA.,Entire home/apt,90,62,1,0,3
 Puerta del Angel,"40.409507758298105, -3.7302376800664883",Newly refurbished apartment 15min away Plaza Mayor,Entire home/apt,38,5,1,0,1
 Palos de Moguer,"40.40522773369847, -3.6957896688847556","*Studio City Centre-Atocha-WiFi, A/C,SmartTV",Entire home/apt,48,124,1,364,6
 Palos de Moguer,"40.40437919943723, -3.695678896117691","-Studio City Centre-Atocha-WiFi, A/C, SmartTV",Entire home/apt,48,111,1,364,6
 Acacias,"40.39996150375926, -3.699722364690895",Habitación en piso reformado,Private room,15,0,1,0,1
 San Andrés,"40.34309202796334, -3.707800678257624",Villaverde alto,Private room,25,14,2,89,1
 Palacio,"40.41332131292438, -3.7105692571770295",Charming flat in the historic heart of Madrid,Private room,55,3,2,0,1
 Valdezarza,"40.46947423485298, -3.7227422984477885",Piso Familiar,Private room,21,56,1,90,1
 El Viso,"40.44286827586861, -3.683237566461068",Stunning and Central 1 Bed in Cruz de Rayo,Entire home/apt,60,3,2,0,1
 San Juan Bautista,"40.45383201027642, -3.655949075119841","Loft En Madrid, zona Arturo Soria.",Entire home/apt,99,12,2,364,1
 San Fermín,"40.375806227677366, -3.6889379276423337",Habitación / Parque del Manzanares / Madrid,Private room,30,36,2,90,1
 San Diego,"40.390204198183945, -3.6664499879404855",CERRADO POR PANDEMIA,Private room,20,75,1,90,1
 Bellas Vistas,"40.455370654559005, -3.7108071919060985",Habitación grande y metro enfrente,Private room,55,0,1,365,2
 Trafalgar,"40.4304056795684, -3.7008583604715386",Madrid escape (Private Queen room ensuite),Private room,89,12,2,365,4
 Justicia,"40.42152502063089, -3.7005819930875936",1- THE FASHION APT DE LUJO GRAN VIA/FUENCARRAL,Entire home/apt,119,10,2,179,3
 Embajadores,"40.408826525810206, -3.7004204232503843",Colonial Style Attic in the coolest Madrid Area,Entire home/apt,50,22,3,364,2
 Embajadores,"40.409425201312686, -3.7088332839921057",Coiba,Private room,35,46,1,364,2
 Almagro,"40.434377654597995, -3.6948396889219572",Luminous flat in the best part of town,Entire home/apt,75,2,4,0,2
 Sol,"40.41903409093936, -3.702408181758469",Large and quiet bedroom with 2 private bathrooms,Private room,85,0,3,0,1
 Cuatro Caminos,"40.45595107702491, -3.6925457380032776",Piso al lado del estadio Santiago Bernabéu,Private room,150,5,2,180,1
 Universidad,"40.425243840679045, -3.7011207399860155",lll➤  ✅ Céntrico ✅ A estrenar ✔ Muy recomendado,Entire home/apt,63,61,1,0,1
 Legazpi,"40.39035317279069, -3.6888937513074307",Cosy centric new studio. Great location.,Entire home/apt,85,5,1,179,1
 Delicias,"40.39725137525787, -3.695564755802286",Apartamento recien reformado Atocha,Private room,50,3,1,179,2
 San Diego,"40.38957586256359, -3.6650399572252863",CONOCE MADRID A UN PRECIO RAZONABLE,Private room,20,1,5,0,1
 Palos de Moguer,"40.40187326399338, -3.6990055328803613",Lovely private room with private bathroom,Private room,25,0,30,364,1
 Trafalgar,"40.433975863161784, -3.6999138674051664",CHOCITA     DE OLAVIDE,Entire home/apt,50,43,1,0,2
 Puerta del Angel,"40.41307488383909, -3.727967223976926","Petite 1Bed in Puerta del Angel, 3mins to metro",Entire home/apt,38,17,2,179,2
 Buenavista,"40.36357469480683, -3.7597262314359847",Muy cercano a Cuatro vientos,Private room,15,14,5,365,3
 Portazgo,"40.39495114309284, -3.6503912802042824",PISO 4 HABITACIONES. Magníficas vistas.,Entire home/apt,45,0,210,0,1
 Recoletos,"40.42474203143681, -3.681861632406951",Apartamento para 4 en el Distrito Gastronómico,Entire home/apt,190,10,4,180,1
 Cortes,"40.412002598374265, -3.6969213845763282",Sol-Prado apartment,Entire home/apt,125,68,1,0,6
 Palomas,"40.45220418558741, -3.607527776995981","Habitación IFEMA, Aeropuerto, Wanda Metropolitano.",Private room,55,28,1,1,3
 Universidad,"40.42718037958662, -3.703413130083987",LUMINOSO loft en el corazón de MALASAÑA,Entire home/apt,46,7,6,1,3
 Arapiles,"40.43122687307579, -3.7106906589725166",Private room In a confortable apartment In Center.,Private room,35,10,2,364,1
 Palacio,"40.40874665200878, -3.710313326192416",Lovely room in the heart of la Latina for,Private room,75,3,2,179,1
 Simancas,"40.44150079671366, -3.6204223416455488",Loft a 5 minutos final champions 2019,Entire home/apt,100,0,1,0,1
 Justicia,"40.42558146690772, -3.698773740585444",Acogedora habitación en el centro de madrid.,Private room,20,18,1,0,1
 Universidad,"40.42247263323936, -3.7049170131575178",Luxury Room with Private Bathroom - Gran Via,Private room,70,5,1,364,3
 Universidad,"40.425862304101834, -3.70146601774335",Amplio Apartamento en Malasaña,Entire home/apt,125,0,2,0,6
 Universidad,"40.42584075462217, -3.71087958662715",Habitación con cama matrimonio y cama individual,Private room,55,14,1,0,1
 Pacífico,"40.405691421571106, -3.68047952765463",Habitación Céntrica en Madrid. Con Baño privado.,Private room,45,3,2,0,3
 Universidad,"40.42717859234673, -3.701621144736402",Room in the Center of Madrid with Double bed,Private room,70,3,1,0,1
 Embajadores,"40.407359589873906, -3.701544542346616",Champions League : Cozy studio near Sol,Entire home/apt,40,1,2,0,1
 Trafalgar,"40.43550183492984, -3.7006913483545456","Cosy, modern apartment in heart of Madrid",Entire home/apt,90,1,1,0,1
 Embajadores,"40.410163305763234, -3.699192913994161",smirnov room,Private room,100,1,1,89,1
 Imperial,"40.41117212713267, -3.7225406360877873",Small Appartment close to Madrid Río,Entire home/apt,150,3,1,0,1
 Opañel,"40.39238843393942, -3.7235402636309436",Room and sofabed for two people PRIDE MADRID 2019,Private room,165,1,2,0,1
 Embajadores,"40.41062675499588, -3.6998521984339092",Precioso Ático luminoso en el corazón de Lavapiés,Entire home/apt,90,0,6,0,1
 Justicia,"40.420620604644334, -3.697154139121952",Private room for Orgullo in Chueca,Private room,124,2,1,0,1
 Valdefuentes,"40.487836033587406, -3.667263661899263",Habitación cercana al centro de Madrid.,Private room,125,0,1,0,1
 Embajadores,"40.40609678004564, -3.705996204662234","Habitación pequeña,c/futon muy iluminada",Private room,25,26,1,0,1
 Palos de Moguer,"40.40322191704174, -3.696382538933397",Cosy private double room in the centre of Madrid,Private room,140,0,3,0,1
 Palacio,"40.42162423494191, -3.711409852326007",Habitación en el Centro de Madrid,Private room,25,3,2,0,1
 Delicias,"40.39912674848724, -3.6972513294605776",Living Madrid,Private room,110,7,1,0,1
 Puerta del Angel,"40.40986856242038, -3.7379631036563485",Final Champions league. BREAKFAST INCLUDED,Private room,135,0,1,364,1
 Guindalera,"40.43581794205339, -3.6732345669752204",Descansa en un ambiente cultural y artístico.,Private room,32,40,2,90,1
 Aguilas,"40.373911995381775, -3.766083785072521","Cosy, Bright, spacious room",Private room,28,0,1,0,1
 San Andrés,"40.342743693772526, -3.714289511275247",Habitación de trató familiar,Private room,30,0,25,365,1
 Fuente del Berro,"40.42358138945332, -3.6652778682814824",Precioso estudio con piscina barrio de Salamanca,Entire home/apt,135,19,2,0,1
 Lista,"40.43608671759147, -3.6780457761023646",Casa Charming,Entire home/apt,100,2,1,364,1
 Rosas,"40.42310878101056, -3.6052924253401466",Room suite for 2 + tiny room for 2 (Family space),Private room,100,1,1,1,3
 Palacio,"40.41021750055376, -3.7148077560890393",APARTAMENTO CENTRO MADRID,Entire home/apt,75,0,1,90,1
 Gaztambide,"40.43618382889485, -3.716180170672306",Habitación tranquila en el centro de Madrid,Private room,25,0,4,365,1
 Palacio,"40.42207324231333, -3.709649984373616",Habitación Privada en Gran Vía Centro,Private room,30,1,1,0,1
 Pueblo Nuevo,"40.42215492918446, -3.627604920615105",Hermoso apartamento-Wifi-Cocina-Baño-Comedor,Entire home/apt,50,0,2,0,1
 El Viso,"40.44331463959014, -3.682696682527772",Lovely studio in chic neighborhood,Entire home/apt,60,2,2,0,2
 El Viso,"40.448325558784454, -3.6788820778833258",cerca del bernabeu y auditorio nacional.,Private room,42,22,1,365,2
 Gaztambide,"40.43558169054239, -3.7149485339416457",Apartamento muy cómodo a minutos del centro.,Entire home/apt,80,0,1,0,2
